County,Stroke_IR
"Kaufman County,  Texas",0.001002
"Kay County,  Oklahoma",0.000815
"Kearney County,  Nebraska",0.000585
"Kearny County,  Kansas",0.000641
"Keith County,  Nebraska",0.000632
"Kemper County,  Mississippi",0.001024
"Kenai Peninsula County,  Alaska",0.00082
"Kendall County,  Illinois",0.000722
"Kendall County,  Texas",0.0007
"Kenedy County,  Texas",0.000548
"Kennebec County,  Maine",0.000744
"Kenosha County,  Wisconsin",0.000764
"Kent County,  Delaware",0.000781
"Kent County,  Maryland",0.000825
"Kent County,  Michigan",0.00062
"Kent County,  Rhode Island",0.000539
"Kent County,  Texas",0.000889
"Kenton County,  Kentucky",0.000693
"Keokuk County,  Iowa",0.000759
"Kern County,  California",0.000722
"Kerr County,  Texas",0.000693
"Kershaw County,  South Carolina",0.000956
"Ketchikan Gateway County,  Alaska",0.000463
"Kewaunee County,  Wisconsin",0.000685
"Keweenaw County,  Michigan",0.000869
"Keya Paha County,  Nebraska",0.000879
"Kidder County,  North Dakota",0.000687
"Kimball County,  Nebraska",0.000593
"Kimble County,  Texas",0.000645
"King and Queen County,  Virginia",0.000647
"King County,  Texas",0.000893
"King County,  Washington",0.000577
"King George County,  Virginia",0.000669
"King William County,  Virginia",0.000668
"Kingfisher County,  Oklahoma",0.000823
"Kingman County,  Kansas",0.000828
"Kings County,  California",0.000706
"Kings County,  New York",0.000377
"Kingsbury County,  South Dakota",0.00092
"Kinney County,  Texas",0.000658
"Kiowa County,  Colorado",0.000702
"Kiowa County,  Kansas",0.000738
"Kiowa County,  Oklahoma",0.000799
"Kit Carson County,  Colorado",0.00061
"Kitsap County,  Washington",0.000748
"Kittitas County,  Washington",0.000614
"Kittson County,  Minnesota",0.000821
"Klamath County,  Oregon",0.000705
"Kleberg County,  Texas",0.000872
"Klickitat County,  Washington",0.000677
"Knott County,  Kentucky",0.000818
"Knox County,  Illinois",0.000813
"Knox County,  Indiana",0.001204
"Knox County,  Kentucky",0.00085
"Knox County,  Maine",0.000665
"Knox County,  Missouri",0.000861
"Knox County,  Nebraska",0.00071
"Knox County,  Ohio",0.000735
"Knox County,  Tennessee",0.000739
"Knox County,  Texas",0.00122
"Kodiak Island County,  Alaska",0.000604
"Koochiching County,  Minnesota",0.000673
"Kootenai County,  Idaho",0.000769
"Kosciusko County,  Indiana",0.000794
"Kossuth County,  Iowa",0.00058
"La Crosse County,  Wisconsin",0.000679
"La Paz County,  Arizona",0.000604
"La Plata County,  Colorado",0.000713
"La Salle County,  Illinois",0.000736
"La Salle County,  Texas",0.000828
"La Salle Parish County,  Louisiana",0.000936
"Labette County,  Kansas",0.000788
"Lac qui Parle County,  Minnesota",0.000729
"Lackawanna County,  Pennsylvania",0.000636
"Laclede County,  Missouri",0.000885
"Lafayette County,  Arkansas",0.001012
"Lafayette County,  Florida",0.000888
"Lafayette County,  Missouri",0.000754
"Lafayette County,  Mississippi",0.001085
"Lafayette County,  Wisconsin",0.000682
"Lafayette Parish County,  Louisiana",0.000786
"Lafourche Parish County,  Louisiana",0.000648
"LaGrange County,  Indiana",0.000822
"Juncos Municipio County,  Puerto Rico",0.000509
"Lake and Peninsula County,  Alaska",0.001242
"Lake County,  California",0.000693
"Lake County,  Colorado",0.000457
"Lake County,  Florida",0.000604
"Lake County,  Illinois",0.000611
"Lake County,  Indiana",0.000776
"Lake County,  Michigan",0.000928
"Lake County,  Minnesota",0.000677
"Lake County,  Montana",0.000758
"Lake County,  Ohio",0.000688
"Lake County,  Oregon",0.000665
"Lake County,  South Dakota",0.000789
"Lake County,  Tennessee",0.000902
"Lake of the Woods County,  Minnesota",0.000653
"Lamar County,  Alabama",0.00109
"Lamar County,  Georgia",0.001229
"Lamar County,  Mississippi",0.000842
"Lamar County,  Texas",0.00087
"Lamb County,  Texas",0.000839
"Lamoille County,  Vermont",0.000558
"LaMoure County,  North Dakota",0.000733
"Lampasas County,  Texas",0.00076
"Lancaster County,  Nebraska",0.000646
"Lancaster County,  Pennsylvania",0.000755
"Lancaster County,  South Carolina",0.000736
"Lancaster County,  Virginia",0.000963
"Lander County,  Nevada",0.000591
"Lane County,  Kansas",0.000669
"Lane County,  Oregon",0.000709
"Langlade County,  Wisconsin",0.000648
"Lanier County,  Georgia",0.000832
"Lapeer County,  Michigan",0.00081
"LaPorte County,  Indiana",0.000787
"Laramie County,  Wyoming",0.000616
"Lajas Municipio County,  Puerto Rico",0.000543
"Larimer County,  Colorado",0.000678
"Larue County,  Kentucky",0.000813
"Las Animas County,  Colorado",0.000754
"Lares Municipio County,  Puerto Rico",0.000555
"Las Marias Municipio County,  Puerto Rico",0.000523
"Lassen County,  California",0.000658
"Latah County,  Idaho",0.000758
"Latimer County,  Oklahoma",0.000767
"Lauderdale County,  Alabama",0.00097
"Lauderdale County,  Mississippi",0.001065
"Lauderdale County,  Tennessee",0.001035
"Laurel County,  Kentucky",0.00084
"Laurens County,  Georgia",0.00102
"Laurens County,  South Carolina",0.000911
"Lavaca County,  Texas",0.000792
"Lawrence County,  Alabama",0.001002
"Lawrence County,  Arkansas",0.000826
"Lawrence County,  Illinois",0.000755
"Lawrence County,  Indiana",0.000834
"Lawrence County,  Kentucky",0.000772
"Lawrence County,  Missouri",0.000754
"Lawrence County,  Mississippi",0.001045
"Lawrence County,  Ohio",0.000975
"Lawrence County,  Pennsylvania",0.00074
"Lawrence County,  South Dakota",0.000554
"Lawrence County,  Tennessee",0.001008
"Le Flore County,  Oklahoma",0.000804
"Le Sueur County,  Minnesota",0.000658
"Lea County,  New Mexico",0.00074
"Leake County,  Mississippi",0.000964
"Leavenworth County,  Kansas",0.000654
"Lebanon County,  Pennsylvania",0.000748
"Lee County,  Alabama",0.000893
"Lee County,  Arkansas",0.000976
"Lee County,  Florida",0.000427
"Lee County,  Georgia",0.000862
"Lee County,  Iowa",0.000811
"Lee County,  Illinois",0.00074
"Lee County,  Kentucky",0.001007
"Lee County,  Mississippi",0.001184
"Lee County,  North Carolina",0.000745
"Lee County,  South Carolina",0.001251
"Lee County,  Texas",0.000689
"Lee County,  Virginia",0.00084
"Leelanau County,  Michigan",0.000729
"Leflore County,  Mississippi",0.001292
"Lehigh County,  Pennsylvania",0.000591
"Lemhi County,  Idaho",0.000557
"Lenawee County,  Michigan",0.000774
"Lenoir County,  North Carolina",0.001158
"Leon County,  Florida",0.000697
"Leon County,  Texas",0.000823
"Leslie County,  Kentucky",0.001033
"Letcher County,  Kentucky",0.00089
"Levy County,  Florida",0.000812
"Lewis and Clark County,  Montana",0.000684
"Lewis County,  Idaho",0.000691
"Lewis County,  Kentucky",0.000957
"Lewis County,  Missouri",0.000856
"Lewis County,  New York",0.00062
"Lewis County,  Tennessee",0.000973
"Lewis County,  Washington",0.000781
"Lewis County,  West Virginia",0.000879
"Lexington City County,  Virginia",0.000713
"Lexington County,  South Carolina",0.000705
"Liberty County,  Florida",0.000725
"Liberty County,  Georgia",0.00082
"Liberty County,  Montana",0.000632
"Liberty County,  Texas",0.000922
"Licking County,  Ohio",0.000778
"Limestone County,  Alabama",0.000874
"Limestone County,  Texas",0.001001
"Lincoln County,  Arkansas",0.001016
"Lincoln County,  Colorado",0.000685
"Lincoln County,  Georgia",0.000741
"Lincoln County,  Idaho",0.000523
"Lincoln County,  Kansas",0.000752
"Lincoln County,  Kentucky",0.000734
"Lincoln County,  Maine",0.000747
"Lincoln County,  Minnesota",0.00082
"Lincoln County,  Missouri",0.000592
"Lincoln County,  Mississippi",0.00093
"Lincoln County,  Montana",0.000838
"Lincoln County,  North Carolina",0.000823
"Lincoln County,  Nebraska",0.000583
"Lincoln County,  New Mexico",0.000615
"Lincoln County,  Nevada",0.000699
"Lincoln County,  Oklahoma",0.000869
"Lincoln County,  Oregon",0.000698
"Lincoln County,  South Dakota",0.000669
"Lincoln County,  Tennessee",0.000866
"Lincoln County,  Washington",0.000826
"Lincoln County,  Wisconsin",0.000609
"Lincoln County,  West Virginia",0.000827
"Lincoln County,  Wyoming",0.000591
"Lincoln Parish County,  Louisiana",0.000786
"Linn County,  Iowa",0.000522
"Linn County,  Kansas",0.000781
"Linn County,  Missouri",0.000826
"Linn County,  Oregon",0.000783
"Lipscomb County,  Texas",0.000804
"Litchfield County,  Connecticut",0.000525
"Little River County,  Arkansas",0.00094
"Live Oak County,  Texas",0.000895
"Livingston County,  Illinois",0.000743
"Livingston County,  Kentucky",0.000852
"Livingston County,  Michigan",0.000699
"Livingston County,  Missouri",0.00085
"Livingston County,  New York",0.000622
"Livingston Parish County,  Louisiana",0.000874
"Llano County,  Texas",0.000621
"Logan County,  Arkansas",0.000865
"Logan County,  Colorado",0.000619
"Logan County,  Illinois",0.000762
"Logan County,  Kansas",0.000523
"Logan County,  Kentucky",0.000841
"Logan County,  North Dakota",0.000686
"Logan County,  Nebraska",0.000645
"Logan County,  Ohio",0.001127
"Logan County,  Oklahoma",0.000824
"Logan County,  West Virginia",0.001153
"Las Piedras Municipio County,  Puerto Rico",0.000486
"Long County,  Georgia",0.00049
"Lonoke County,  Arkansas",0.00092
"Lorain County,  Ohio",0.000657
"Los Alamos County,  New Mexico",0.000601
"Los Angeles County,  California",0.000658
"Loudon County,  Tennessee",0.000727
"Loudoun County,  Virginia",0.000533
"Louisa County,  Iowa",0.000724
"Louisa County,  Virginia",0.000668
"Loup County,  Nebraska",0.000763
"Love County,  Oklahoma",0.000758
"Loving County,  Texas",0.000762
"Lowndes County,  Alabama",0.001112
"Lowndes County,  Georgia",0.000833
"Lowndes County,  Mississippi",0.00105
"Lubbock County,  Texas",0.000818
"Lucas County,  Iowa",0.000746
"Lucas County,  Ohio",0.000844
"Luce County,  Michigan",0.000696
"Lumpkin County,  Georgia",0.000792
"Luna County,  New Mexico",0.000805
"Lunenburg County,  Virginia",0.000982
"Loiza Municipio County,  Puerto Rico",0.000523
"Luzerne County,  Pennsylvania",0.000651
"Lycoming County,  Pennsylvania",0.000648
"Lyman County,  South Dakota",0.000677
"Lynchburg City County,  Virginia",0.001037
"Lynn County,  Texas",0.000833
"Lyon County,  Iowa",0.000666
"Lyon County,  Kansas",0.000821
"Lyon County,  Kentucky",0.000973
"Lyon County,  Minnesota",0.000507
"Lyon County,  Nevada",0.00085
"Mackinac County,  Michigan",0.000737
"Macomb County,  Michigan",0.00068
"Macon County,  Alabama",0.000936
"Macon County,  Georgia",0.001033
"Macon County,  Illinois",0.000792
"Macon County,  Missouri",0.000867
"Macon County,  North Carolina",0.000635
"Macon County,  Tennessee",0.000796
"Macoupin County,  Illinois",0.000818
"Madera County,  California",0.000843
"Madison County,  Alabama",0.000828
"Madison County,  Arkansas",0.000663
"Madison County,  Florida",0.000841
"Madison County,  Georgia",0.001011
"Madison County,  Iowa",0.000553
"Madison County,  Idaho",0.000638
"Madison County,  Illinois",0.000865
"Madison County,  Indiana",0.000778
"Madison County,  Kentucky",0.000707
"Madison County,  Missouri",0.000812
"Madison County,  Mississippi",0.000974
"Madison County,  Montana",0.000547
"Madison County,  North Carolina",0.000851
"Madison County,  Nebraska",0.000652
"Madison County,  New York",0.000635
"Madison County,  Ohio",0.000809
"Madison County,  Tennessee",0.001045
"Madison County,  Texas",0.00083
"Madison County,  Virginia",0.00071
"Madison Parish County,  Louisiana",0.000898
"Magoffin County,  Kentucky",0.000777
"Mahaska County,  Iowa",0.000757
"Mahnomen County,  Minnesota",0.000681
"Mahoning County,  Ohio",0.000765
"Major County,  Oklahoma",0.00068
"Malheur County,  Oregon",0.000764
"Manassas City County,  Virginia",0.000839
"Manassas Park City County,  Virginia",0.000667
"Manatee County,  Florida",0.000493
"Luquillo Municipio County,  Puerto Rico",0.000457
"Manistee County,  Michigan",0.000703
"Manitowoc County,  Wisconsin",0.000689
"Marathon County,  Wisconsin",0.000605
"Marengo County,  Alabama",0.001054
"Manati Municipio County,  Puerto Rico",0.000504
"Maricao Municipio County,  Puerto Rico",0.000559
"Maricopa County,  Arizona",0.000565
"Maries County,  Missouri",0.00053
"Marin County,  California",0.00048
"Marinette County,  Wisconsin",0.000697
"Marion County,  Alabama",0.001048
"Marion County,  Arkansas",0.000794
"Marion County,  Florida",0.000587
"Marion County,  Georgia",0.00063
"Marion County,  Iowa",0.000673
"Marion County,  Illinois",0.000757
"Marion County,  Indiana",0.000795
"Marion County,  Kansas",0.000785
"Marion County,  Kentucky",0.00082
"Marion County,  Missouri",0.000773
"Marion County,  Mississippi",0.000952
"Marion County,  Ohio",0.00078
"Marion County,  Oregon",0.000767
"Marion County,  South Carolina",0.001371
"Marion County,  Tennessee",0.000974
"Marion County,  Texas",0.000937
"Marion County,  West Virginia",0.000713
"Mariposa County,  California",0.000815
"Marlboro County,  South Carolina",0.001228
"Marquette County,  Michigan",0.000652
"Marquette County,  Wisconsin",0.00063
"Marshall County,  Alabama",0.001086
"Marshall County,  Iowa",0.000651
"Marshall County,  Illinois",0.000825
"Marshall County,  Indiana",0.000794
"Marshall County,  Kansas",0.000832
"Marshall County,  Kentucky",0.000866
"Marshall County,  Minnesota",0.000567
"Marshall County,  Mississippi",0.000994
"Marshall County,  Oklahoma",0.000744
"Marshall County,  South Dakota",0.000789
"Marshall County,  Tennessee",0.000853
"Marshall County,  West Virginia",0.000737
"Martin County,  Florida",0.000626
"Martin County,  Indiana",0.000943
"Martin County,  Kentucky",0.000795
"Martin County,  Minnesota",0.00059
"Martin County,  North Carolina",0.001054
"Martin County,  Texas",0.000745
"Martinsville City County,  Virginia",0.001176
"Mason County,  Illinois",0.00078
"Mason County,  Kentucky",0.001264
"Mason County,  Michigan",0.000933
"Mason County,  Texas",0.000537
"Mason County,  Washington",0.000679
"Mason County,  West Virginia",0.001004
"Massac County,  Illinois",0.000795
"Matagorda County,  Texas",0.000826
"Matanuska-Susitna County,  Alaska",0.000839
"Mathews County,  Virginia",0.000843
"Maui County,  Hawaii",0.000592
"Maunabo Municipio County,  Puerto Rico",0.00053
"Maury County,  Tennessee",0.001069
"Maverick County,  Texas",0.000769
"Mayaguez Municipio County,  Puerto Rico",0.000497
"Mayes County,  Oklahoma",0.000797
"McClain County,  Oklahoma",0.000814
"McCone County,  Montana",0.000803
"McCook County,  South Dakota",0.0008
"McCormick County,  South Carolina",0.000755
"McCracken County,  Kentucky",0.000837
"McCreary County,  Kentucky",0.000845
"McCulloch County,  Texas",0.001143
"McCurtain County,  Oklahoma",0.000878
"McDonald County,  Missouri",0.00076
"McDonough County,  Illinois",0.000735
"McDowell County,  North Carolina",0.000799
"McDowell County,  West Virginia",0.000722
"McDuffie County,  Georgia",0.000829
"McHenry County,  Illinois",0.000716
"McHenry County,  North Dakota",0.000575
"McIntosh County,  Georgia",0.000538
"McIntosh County,  North Dakota",0.000488
"McIntosh County,  Oklahoma",0.00081
"McKean County,  Pennsylvania",0.000634
"McKenzie County,  North Dakota",0.000736
"McKinley County,  New Mexico",0.000638
"McLean County,  Illinois",0.000671
"McLean County,  Kentucky",0.000886
"McLean County,  North Dakota",0.000645
"McLennan County,  Texas",0.000909
"McLeod County,  Minnesota",0.000897
"McMinn County,  Tennessee",0.001013
"McMullen County,  Texas",0.000828
"McNairy County,  Tennessee",0.000826
"McPherson County,  Kansas",0.000718
"McPherson County,  Nebraska",0.000683
"McPherson County,  South Dakota",0.000713
"Meade County,  Kansas",0.000721
"Meade County,  Kentucky",0.000724
"Meade County,  South Dakota",0.000539
"Meagher County,  Montana",0.000604
"Mecklenburg County,  North Carolina",0.000748
"Mecklenburg County,  Virginia",0.000987
"Mecosta County,  Michigan",0.000726
"Medina County,  Ohio",0.000637
"Medina County,  Texas",0.00086
"Meeker County,  Minnesota",0.00072
"Meigs County,  Ohio",0.00098
"Meigs County,  Tennessee",0.000949
"Mellette County,  South Dakota",0.000567
"Menard County,  Illinois",0.000802
"Menard County,  Texas",0.000827
"Mendocino County,  California",0.000717
"Menifee County,  Kentucky",0.000781
"Menominee County,  Michigan",0.000548
"Menominee County,  Wisconsin",0.000729
"Merced County,  California",0.000825
"Mercer County,  Illinois",0.000707
"Mercer County,  Kentucky",0.000715
"Mercer County,  Missouri",0.000753
"Mercer County,  North Dakota",0.000594
"Mercer County,  New Jersey",0.000611
"Mercer County,  Ohio",0.000781
"Mercer County,  Pennsylvania",0.000759
"Mercer County,  West Virginia",0.000852
"Meriwether County,  Georgia",0.000859
"Merrick County,  Nebraska",0.000669
"Merrimack County,  New Hampshire",0.000528
"Mesa County,  Colorado",0.000712
"Metcalfe County,  Kentucky",0.001091
"Miami County,  Indiana",0.000766
"Miami County,  Kansas",0.000638
"Miami County,  Ohio",0.000833
"Miami-Dade County,  Florida",0.000722
"Middlesex County,  Connecticut",0.000533
"Middlesex County,  Massachusetts",0.000478
"Middlesex County,  New Jersey",0.000577
"Middlesex County,  Virginia",0.000681
"Midland County,  Michigan",0.00068
"Midland County,  Texas",0.000713
"Mifflin County,  Pennsylvania",0.000654
"Milam County,  Texas",0.000715
"Millard County,  Utah",0.000851
"Mille Lacs County,  Minnesota",0.000683
"Miller County,  Arkansas",0.001228
"Miller County,  Georgia",0.001103
"Miller County,  Missouri",0.000767
"Mills County,  Iowa",0.000678
"Mills County,  Texas",0.000856
"Milwaukee County,  Wisconsin",0.000687
"Miner County,  South Dakota",0.000983
"Mineral County,  Colorado",0.00055
"Mineral County,  Montana",0.00073
"Mineral County,  Nevada",0.000723
"Mineral County,  West Virginia",0.000745
"Mingo County,  West Virginia",0.000934
"Minidoka County,  Idaho",0.000565
"Minnehaha County,  South Dakota",0.000746
"Missaukee County,  Michigan",0.000772
"Mississippi County,  Arkansas",0.000984
"Mississippi County,  Missouri",0.000905
"Missoula County,  Montana",0.000708
"Mitchell County,  Georgia",0.000947
"Mitchell County,  Iowa",0.000618
"Mitchell County,  Kansas",0.001106
"Mitchell County,  North Carolina",0.000763
"Mitchell County,  Texas",0.00088
"Mobile County,  Alabama",0.000948
"Moca Municipio County,  Puerto Rico",0.000509
"Modoc County,  California",0.000696
"Moffat County,  Colorado",0.000651
"Mohave County,  Arizona",0.000684
"Moniteau County,  Missouri",0.000757
"Monmouth County,  New Jersey",0.000594
"Mono County,  California",0.000813
"Monona County,  Iowa",0.000512
"Monongalia County,  West Virginia",0.000721
"Monroe County,  Alabama",0.001084
"Monroe County,  Arkansas",0.001003
"Monroe County,  Florida",0.000653
"Monroe County,  Georgia",0.000727
"Monroe County,  Iowa",0.00085
"Monroe County,  Illinois",0.000754
"Monroe County,  Indiana",0.00061
"Monroe County,  Kentucky",0.001199
"Monroe County,  Michigan",0.000768
"Monroe County,  Missouri",0.000878
"Monroe County,  Mississippi",0.001147
"Monroe County,  New York",0.000629
"Monroe County,  Ohio",0.00071
"Monroe County,  Pennsylvania",0.000613
"Monroe County,  Tennessee",0.000932
"Monroe County,  Wisconsin",0.000692
"Monroe County,  West Virginia",0.000787
"Montague County,  Texas",0.001172
"Montcalm County,  Michigan",0.000683
"Monterey County,  California",0.000657
"Montezuma County,  Colorado",0.000683
"Montgomery County,  Alabama",0.001043
"Montgomery County,  Arkansas",0.000995
"Montgomery County,  Georgia",0.00119
"Montgomery County,  Iowa",0.000748
"Montgomery County,  Illinois",0.000874
"Montgomery County,  Indiana",0.00073
"Montgomery County,  Kansas",0.000822
"Montgomery County,  Kentucky",0.000798
"Montgomery County,  Maryland",0.000478
"Montgomery County,  Missouri",0.000609
"Montgomery County,  Mississippi",0.001075
"Montgomery County,  North Carolina",0.000935
"Montgomery County,  New York",0.00055
"Montgomery County,  Ohio",0.000881
"Montgomery County,  Pennsylvania",0.000836
"Montgomery County,  Tennessee",0.001046
"Montgomery County,  Texas",0.000785
"Montgomery County,  Virginia",0.00072
"Montmorency County,  Michigan",0.000745
"Montour County,  Pennsylvania",0.000666
"Montrose County,  Colorado",0.000705
"Moody County,  South Dakota",0.000779
"Moore County,  North Carolina",0.000766
"Moore County,  Tennessee",0.000943
"Moore County,  Texas",0.000962
"Mora County,  New Mexico",0.000664
"Morehouse Parish County,  Louisiana",0.001167
"Morgan County,  Alabama",0.00097
"Morgan County,  Colorado",0.000679
"Morgan County,  Georgia",0.00085
"Morgan County,  Illinois",0.000773
"Morgan County,  Indiana",0.000722
"Morgan County,  Kentucky",0.000724
"Morgan County,  Missouri",0.000788
"Morgan County,  Ohio",0.000786
"Morgan County,  Tennessee",0.000729
"Morgan County,  Utah",0.000748
"Morgan County,  West Virginia",0.00076
"Morovis Municipio County,  Puerto Rico",0.000584
"Morrill County,  Nebraska",0.000683
"Morris County,  Kansas",0.000871
"Morris County,  New Jersey",0.000541
"Morris County,  Texas",0.001083
"Morrison County,  Minnesota",0.000661
"Morrow County,  Ohio",0.000718
"Morrow County,  Oregon",0.000678
"Morton County,  Kansas",0.00073
"Morton County,  North Dakota",0.000649
"Motley County,  Texas",0.001337
"Moultrie County,  Illinois",0.000768
"Mountrail County,  North Dakota",0.000721
"Mower County,  Minnesota",0.000582
"Muhlenberg County,  Kentucky",0.000844
"Multnomah County,  Oregon",0.000771
"Murray County,  Georgia",0.000927
"Murray County,  Minnesota",0.00062
"Murray County,  Oklahoma",0.000921
"Muscatine County,  Iowa",0.000629
"Muscogee County,  Georgia",0.000899
"Muskegon County,  Michigan",0.000779
"Muskingum County,  Ohio",0.000747
"Muskogee County,  Oklahoma",0.001167
"Musselshell County,  Montana",0.000718
"Nacogdoches County,  Texas",0.001218
"Naguabo Municipio County,  Puerto Rico",0.000468
"Nance County,  Nebraska",0.00065
"Nantucket County,  Massachusetts",0.000596
"Napa County,  California",0.000631
"Naranjito Municipio County,  Puerto Rico",0.000461
"Nash County,  North Carolina",0.000927
"Nassau County,  Florida",0.000748
"Nassau County,  New York",0.000451
"Natchitoches Parish County,  Louisiana",0.001204
"Natrona County,  Wyoming",0.000609
"Navajo County,  Arizona",0.000542
"Navarro County,  Texas",0.001042
"Nelson County,  Kentucky",0.000716
"Nelson County,  North Dakota",0.000867
"Nelson County,  Virginia",0.000609
"Nemaha County,  Kansas",0.000961
"Nemaha County,  Nebraska",0.000692
"Neosho County,  Kansas",0.000772
"Neshoba County,  Mississippi",0.001014
"Ness County,  Kansas",0.000656
"Nevada County,  Arkansas",0.001101
"Nevada County,  California",0.000652
"New Castle County,  Delaware",0.000827
"New Hanover County,  North Carolina",0.001221
"New Haven County,  Connecticut",0.000522
"New Kent County,  Virginia",0.000705
"New London County,  Connecticut",0.000581
"New Madrid County,  Missouri",0.001069
"New York County,  New York",0.000369
"Newaygo County,  Michigan",0.000687
"Newberry County,  South Carolina",0.000917
"Newport County,  Rhode Island",0.000552
"Newport News City County,  Virginia",0.000774
"Newton County,  Arkansas",0.000748
"Newton County,  Georgia",0.000901
"Newton County,  Indiana",0.000786
"Newton County,  Missouri",0.000786
"Newton County,  Mississippi",0.000946
"Newton County,  Texas",0.001083
"Nez Perce County,  Idaho",0.000743
"Niagara County,  New York",0.000626
"Nicholas County,  Kentucky",0.001107
"Nicholas County,  West Virginia",0.000916
"Nicollet County,  Minnesota",0.000639
"Niobrara County,  Wyoming",0.000743
"Noble County,  Indiana",0.000758
"Noble County,  Ohio",0.000725
"Noble County,  Oklahoma",0.000773
"Nobles County,  Minnesota",0.000614
"Nodaway County,  Missouri",0.000629
"Nolan County,  Texas",0.000811
"Nome County,  Alaska",0.000847
"Norfolk City County,  Virginia",0.000905
"Norfolk County,  Massachusetts",0.00047
"Norman County,  Minnesota",0.000588
"North Slope County,  Alaska",0.00102
"Northampton County,  North Carolina",0.000851
"Northampton County,  Pennsylvania",0.000619
"Northampton County,  Virginia",0.000812
"Northumberland County,  Pennsylvania",0.000682
"Northumberland County,  Virginia",0.000876
"Northwest Arctic County,  Alaska",0.000867
"Norton City County,  Virginia",0.000857
"Norton County,  Kansas",0.00059
"Nottoway County,  Virginia",0.00097
"Nowata County,  Oklahoma",0.000788
"Noxubee County,  Mississippi",0.001052
"Nuckolls County,  Nebraska",0.000746
"Nueces County,  Texas",0.000878
"Nye County,  Nevada",0.000702
"O'Brien County,  Iowa",0.000744
"Oakland County,  Michigan",0.000711
"Obion County,  Tennessee",0.000879
"Ocean County,  New Jersey",0.000562
"Oceana County,  Michigan",0.000814
"Ochiltree County,  Texas",0.001034
"Oconee County,  Georgia",0.000884
"Oconee County,  South Carolina",0.000836
"Oconto County,  Wisconsin",0.000677
"Ogemaw County,  Michigan",0.000648
"Ogle County,  Illinois",0.000746
"Oglethorpe County,  Georgia",0.000892
"Ohio County,  Indiana",0.000803
"Ohio County,  Kentucky",0.000843
"Ohio County,  West Virginia",0.000755
"Okaloosa County,  Florida",0.000678
"Okanogan County,  Washington",0.000731
"Okeechobee County,  Florida",0.000643
"Okfuskee County,  Oklahoma",0.000884
"Oklahoma County,  Oklahoma",0.000866
"Okmulgee County,  Oklahoma",0.000812
"Oktibbeha County,  Mississippi",0.000996
"Oldham County,  Kentucky",0.000703
"Oldham County,  Texas",0.000744
"Oliver County,  North Dakota",0.000665
"Olmsted County,  Minnesota",0.00056
"Oneida County,  Idaho",0.000814
"Oneida County,  New York",0.000613
"Oneida County,  Wisconsin",0.000613
"Onondaga County,  New York",0.000647
"Onslow County,  North Carolina",0.000995
"Ontario County,  New York",0.000624
"Ontonagon County,  Michigan",0.000857
"Orange County,  California",0.000685
"Orange County,  Florida",0.000822
"Orange County,  Indiana",0.000931
"Orange County,  North Carolina",0.000673
"Orange County,  New York",0.000563
"Orange County,  Texas",0.001035
"Orange County,  Virginia",0.00066
"Orange County,  Vermont",0.000728
"Orangeburg County,  South Carolina",0.00111
"Oregon County,  Missouri",0.000827
"Orleans County,  New York",0.000735
"Orleans County,  Vermont",0.000599
"Orleans Parish County,  Louisiana",0.000829
"Orocovis Municipio County,  Puerto Rico",0.00071
"Osage County,  Kansas",0.001712
"Osage County,  Missouri",0.000647
"Osage County,  Oklahoma",0.000821
"Osborne County,  Kansas",0.000766
"Osceola County,  Florida",0.000688
"Osceola County,  Iowa",0.000738
"Osceola County,  Michigan",0.000814
"Oscoda County,  Michigan",0.000723
"Oswego County,  New York",0.000641
"Otero County,  Colorado",0.000804
"Otero County,  New Mexico",0.000646
"Otoe County,  Nebraska",0.000617
"Otsego County,  Michigan",0.000766
"Otsego County,  New York",0.000592
"Ottawa County,  Kansas",0.001096
"Ottawa County,  Michigan",0.000657
"Ottawa County,  Ohio",0.000786
"Ottawa County,  Oklahoma",0.001099
"Otter Tail County,  Minnesota",0.000705
"Ouachita County,  Arkansas",0.001048
"Ouachita Parish County,  Louisiana",0.000815
"Ouray County,  Colorado",0.000633
"Outagamie County,  Wisconsin",0.000671
"Overton County,  Tennessee",0.000922
"Owen County,  Indiana",0.000753
"Owen County,  Kentucky",0.000832
"Owsley County,  Kentucky",0.000885
"Owyhee County,  Idaho",0.000669
"Oxford County,  Maine",0.000599
"Ozark County,  Missouri",0.000816
"Ozaukee County,  Wisconsin",0.00061
"Pacific County,  Washington",0.000856
"Page County,  Iowa",0.00065
"Page County,  Virginia",0.000688
"Palm Beach County,  Florida",0.000624
"Palo Alto County,  Iowa",0.000662
"Palo Pinto County,  Texas",0.00087
"Pamlico County,  North Carolina",0.000779
"Panola County,  Mississippi",0.000794
"Panola County,  Texas",0.000847
"Park County,  Colorado",0.000584
"Park County,  Montana",0.000574
"Park County,  Wyoming",0.000529
"Parke County,  Indiana",0.000995
"Parker County,  Texas",0.000897
"Parmer County,  Texas",0.000709
"Pasco County,  Florida",0.000749
"Pasquotank County,  North Carolina",0.000734
"Passaic County,  New Jersey",0.00055
"Patillas Municipio County,  Puerto Rico",0.000534
"Patrick County,  Virginia",0.000845
"Paulding County,  Georgia",0.000849
"Paulding County,  Ohio",0.000687
"Pawnee County,  Kansas",0.000563
"Pawnee County,  Nebraska",0.000695
"Pawnee County,  Oklahoma",0.000806
"Payette County,  Idaho",0.000786
"Payne County,  Oklahoma",0.000803
