Year,Area,CancerType,AgeAdjustedRate,lci,uci,CaseCount,Population
2012,Nevada,Lung and Bronchus,59.9,57.1,62.9,1742,2752410
2012,New Jersey,Lung and Bronchus,57.5,56,59,5870,8882095
2012,North Dakota,Lung and Bronchus,59.4,54.1,65,485,701380
2012,Oregon,Lung and Bronchus,58.2,56,60.5,2699,3893920
2012,South Dakota,Lung and Bronchus,57.9,53.1,62.9,566,832576
2012,Texas,Lung and Bronchus,55.8,54.8,56.7,13311,26078327
2012,Connecticut,Lung and Bronchus,61.6,59.2,64,2667,3597705
2012,District of Columbia,Lung and Bronchus,61.5,55.4,68.2,383,635630
2012,Florida,Lung and Bronchus,63.5,62.5,64.4,17019,19341327
2012,Georgia,Lung and Bronchus,68.2,66.5,69.9,6664,9911171
2012,Illinois,Lung and Bronchus,67,65.6,68.4,9359,12878494
2012,Iowa,Lung and Bronchus,63.3,60.8,66,2370,3074386
2012,Massachusetts,Lung and Bronchus,65,63.2,66.9,5034,6659627
2012,Michigan,Lung and Bronchus,67.1,65.6,68.7,7922,9886610
2012,Nebraska,Lung and Bronchus,60.7,57.3,64.2,1264,1854862
2012,New Hampshire,Lung and Bronchus,66.3,62.3,70.6,1047,1320923
2012,New York,Lung and Bronchus,60.9,59.9,62,13711,19625409
2012,Pennsylvania,Lung and Bronchus,64.8,63.5,66.1,10560,12768034
2012,Vermont,Lung and Bronchus,65.2,59.7,71.2,535,625606
2012,Virginia,Lung and Bronchus,62.3,60.6,64,5484,8188656
2012,Washington,Lung and Bronchus,60.1,58.3,61.9,4411,6890899
2012,Wisconsin,Lung and Bronchus,61,59.1,62.9,4093,5721075
2012,Alabama,Lung and Bronchus,70.3,68.1,72.6,4030,4813946
2012,Arkansas,Lung and Bronchus,76.8,73.9,79.8,2725,2949208
2012,Delaware,Lung and Bronchus,69.4,64.5,74.6,772,916868
2012,Indiana,Lung and Bronchus,72.3,70.3,74.3,5270,6535665
2012,Kentucky,Lung and Bronchus,94.4,91.7,97.2,4815,4383673
2012,Louisiana,Lung and Bronchus,71,68.7,73.4,3575,4602681
2012,Maine,Lung and Bronchus,75.7,71.7,79.9,1376,1328101
2012,Mississippi,Lung and Bronchus,76.3,73.4,79.4,2539,2982963
2012,Missouri,Lung and Bronchus,76.7,74.7,78.8,5487,6023267
2012,North Carolina,Lung and Bronchus,70,68.4,71.6,7708,9755299
2012,Ohio,Lung and Bronchus,69.7,68.3,71.2,9677,11546969
2012,Oklahoma,Lung and Bronchus,71.2,68.7,73.8,3068,3815298
2012,Rhode Island,Lung and Bronchus,71.3,66.7,76.2,926,1052761
2012,South Carolina,Lung and Bronchus,69.2,67.1,71.5,3905,4719009
2012,Tennessee,Lung and Bronchus,76.2,74.2,78.2,5745,6450632
2012,West Virginia,Lung and Bronchus,80.1,76.6,83.8,2009,1855360
2013,Utah,Lung and Bronchus,26.8,24.7,29,624,2899961
2013,New Mexico,Lung and Bronchus,40.8,38.3,43.5,989,2085161
2013,Wyoming,Lung and Bronchus,39.5,34.7,44.7,261,582341
2013,California,Lung and Bronchus,43.4,42.7,44,16837,38347383
2013,Colorado,Lung and Bronchus,43.4,41.6,45.3,2283,5262556
2013,Arizona,Lung and Bronchus,50.6,49,52.2,3974,6616124
2013,Hawaii,Lung and Bronchus,50.1,46.8,53.7,867,1408038
2013,Idaho,Lung and Bronchus,48.8,45.5,52.2,851,1610187
2013,Texas,Lung and Bronchus,53.6,52.6,54.5,13205,26479279
2013,Alaska,Lung and Bronchus,55.5,49.1,62.4,326,736760
2013,District of Columbia,Lung and Bronchus,54.8,49,61.1,341,650114
2013,Maryland,Lung and Bronchus,57.9,56,59.8,3787,5932654
2013,Minnesota,Lung and Bronchus,57.5,55.5,59.4,3526,5416074
2013,Montana,Lung and Bronchus,59.4,55.2,63.9,770,1011921
2013,New Jersey,Lung and Bronchus,58,56.5,59.5,6031,8913735
2013,North Dakota,Lung and Bronchus,57.8,52.6,63.4,473,722908
2013,Oregon,Lung and Bronchus,58.6,56.4,60.8,2779,3919664
2013,Virginia,Lung and Bronchus,58.9,57.3,60.5,5332,8261689
2013,Washington,Lung and Bronchus,56.2,54.5,57.9,4273,6963410
2013,Alabama,Lung and Bronchus,67.9,65.7,70.1,3939,4827660
2013,Connecticut,Lung and Bronchus,62.6,60.2,65,2754,3602470
2013,Florida,Lung and Bronchus,60.6,59.7,61.6,16736,19584927
2013,Georgia,Lung and Bronchus,65.2,63.6,66.9,6522,9981773
2013,Illinois,Lung and Bronchus,64,62.7,65.4,9181,12890403
2013,Iowa,Lung and Bronchus,63.7,61.2,66.4,2431,3089876
2013,Kansas,Lung and Bronchus,63.1,60.3,65.9,2056,2892900
2013,Louisiana,Lung and Bronchus,68.6,66.3,71,3520,4626795
2013,Massachusetts,Lung and Bronchus,63.1,61.3,64.9,5016,6711138
2013,Michigan,Lung and Bronchus,64.5,63,66,7792,9899219
2013,Nebraska,Lung and Bronchus,62.2,58.8,65.7,1320,1867414
2013,Nevada,Lung and Bronchus,61.3,58.5,64.3,1846,2786547
2013,New Hampshire,Lung and Bronchus,67.3,63.3,71.4,1113,1322622
2013,New York,Lung and Bronchus,60.1,59.1,61.2,13779,19712514
2013,Pennsylvania,Lung and Bronchus,65,63.8,66.3,10762,12778450
2013,South Carolina,Lung and Bronchus,66.9,64.8,69.1,3891,4765862
2013,South Dakota,Lung and Bronchus,62.2,57.4,67.5,621,842513
2013,Vermont,Lung and Bronchus,61.1,55.7,66.9,504,626044
2013,Wisconsin,Lung and Bronchus,60.9,59.1,62.9,4177,5736673
2013,Arkansas,Lung and Bronchus,80.3,77.3,83.3,2894,2956780
2013,Delaware,Lung and Bronchus,70.8,66,75.9,826,925114
2013,Indiana,Lung and Bronchus,74.3,72.4,76.4,5530,6567484
2013,Kentucky,Lung and Bronchus,95.3,92.6,98,4932,4399121
2013,Maine,Lung and Bronchus,75.9,71.9,80.1,1406,1327975
2013,Mississippi,Lung and Bronchus,77.2,74.2,80.3,2622,2987721
2013,Missouri,Lung and Bronchus,75,73,77,5468,6041142
2013,North Carolina,Lung and Bronchus,71.1,69.6,72.7,8031,9849812
2013,Ohio,Lung and Bronchus,69.2,67.8,70.6,9780,11567845
2013,Oklahoma,Lung and Bronchus,71.1,68.6,73.6,3135,3849840
2013,Rhode Island,Lung and Bronchus,72,67.4,76.9,933,1052784
2013,Tennessee,Lung and Bronchus,75.8,73.8,77.8,5829,6490795
2013,West Virginia,Lung and Bronchus,81.9,78.4,85.6,2090,1852333
2014,Utah,Lung and Bronchus,26.1,24,28.2,624,2938671
2014,New Mexico,Lung and Bronchus,39.9,37.4,42.5,987,2083207
2014,California,Lung and Bronchus,42.6,42,43.3,17064,38701278
2014,Colorado,Lung and Bronchus,42.7,41,44.5,2347,5342311
2014,Hawaii,Lung and Bronchus,44.2,41.1,47.5,787,1417710
2014,Wyoming,Lung and Bronchus,45.4,40.3,51,305,583334
2014,Arizona,Lung and Bronchus,48.1,46.6,49.7,3911,6706435
2014,District of Columbia,Lung and Bronchus,49.9,44.4,55.8,319,660797
2014,Idaho,Lung and Bronchus,51.5,48.2,54.9,944,1630391
2014,Minnesota,Lung and Bronchus,53.3,51.5,55.2,3359,5452649
2014,Texas,Lung and Bronchus,52.4,51.5,53.4,13367,26954436
2014,Alaska,Lung and Bronchus,56.2,50,63,349,736759
2014,Connecticut,Lung and Bronchus,59.2,57,61.6,2666,3600188
2014,Florida,Lung and Bronchus,59.2,58.3,60.2,16903,19897747
2014,Maryland,Lung and Bronchus,56.5,54.6,58.3,3799,5970245
2014,Montana,Lung and Bronchus,54.5,50.5,58.7,728,1019931
2014,Nebraska,Lung and Bronchus,57.6,54.4,60.9,1237,1880920
2014,Nevada,Lung and Bronchus,55.2,52.6,57.9,1740,2831730
2014,New Jersey,Lung and Bronchus,56.1,54.7,57.6,5956,8943010
2014,New York,Lung and Bronchus,57.7,56.8,58.7,13575,19773580
2014,Oregon,Lung and Bronchus,56.3,54.2,58.5,2757,3960673
2014,South Dakota,Lung and Bronchus,58.9,54.2,64,598,849455
2014,Virginia,Lung and Bronchus,58.1,56.6,59.7,5412,8316902
2014,Washington,Lung and Bronchus,56.4,54.7,58.2,4437,7046931
2014,Wisconsin,Lung and Bronchus,59.6,57.8,61.5,4180,5751272
2014,Alabama,Lung and Bronchus,65.9,63.8,68,3955,4840037
2014,Delaware,Lung and Bronchus,68.1,63.5,73.1,816,934805
2014,Georgia,Lung and Bronchus,64.5,62.9,66.1,6691,10083850
2014,Illinois,Lung and Bronchus,66.2,64.8,67.5,9662,12882438
2014,Iowa,Lung and Bronchus,65.2,62.6,67.8,2509,3105563
2014,Kansas,Lung and Bronchus,61,58.3,63.7,2015,2899553
2014,Louisiana,Lung and Bronchus,69,66.7,71.3,3589,4648797
2014,Massachusetts,Lung and Bronchus,62.4,60.6,64.2,5059,6757925
2014,Michigan,Lung and Bronchus,65.3,63.8,66.8,8044,9914675
2014,New Hampshire,Lung and Bronchus,63.1,59.3,67.1,1080,1328684
2014,North Dakota,Lung and Bronchus,60.3,55.1,66,509,738658
2014,Pennsylvania,Lung and Bronchus,63.7,62.5,64.9,10741,12790341
2014,South Carolina,Lung and Bronchus,66.8,64.7,69,4010,4824758
2014,Vermont,Lung and Bronchus,63.9,58.4,69.8,528,625665
2014,Arkansas,Lung and Bronchus,79,76.1,82,2903,2964800
2014,Indiana,Lung and Bronchus,72.6,70.6,74.5,5534,6593182
2014,Kentucky,Lung and Bronchus,93.5,90.9,96.2,4972,4410415
2014,Maine,Lung and Bronchus,72.9,69,76.9,1372,1328903
2014,Mississippi,Lung and Bronchus,75.3,72.4,78.3,2614,2988578
2014,Missouri,Lung and Bronchus,73.1,71.2,75.1,5439,6058014
2014,North Carolina,Lung and Bronchus,69.1,67.6,70.7,8082,9941160
2014,Ohio,Lung and Bronchus,69.4,68,70.8,9996,11593741
2014,Oklahoma,Lung and Bronchus,71.6,69.2,74.2,3220,3875008
2014,Rhode Island,Lung and Bronchus,71.1,66.5,76,933,1054782
2014,Tennessee,Lung and Bronchus,74.9,73,76.9,5902,6540007
2014,West Virginia,Lung and Bronchus,79.6,76.2,83.2,2052,1847624
2015,Utah,Lung and Bronchus,26.2,24.2,28.3,651,2984917
2015,New Mexico,Lung and Bronchus,39.8,37.3,42.4,1007,2082264
2015,Wyoming,Lung and Bronchus,42.2,37.3,47.6,282,586102
2015,California,Lung and Bronchus,41.6,40.9,42.2,17138,39032444
2015,Colorado,Lung and Bronchus,41,39.3,42.8,2331,5440445
2015,Arizona,Lung and Bronchus,47.3,45.8,48.8,4004,6802262
2015,District of Columbia,Lung and Bronchus,44.4,39.4,49.9,297,672736
2015,Hawaii,Lung and Bronchus,44.2,41.2,47.5,823,1426320
2015,Nevada,Lung and Bronchus,50.2,47.7,52.7,1650,2883057
2015,Oregon,Lung and Bronchus,51,49,53,2575,4016537
2015,Texas,Lung and Bronchus,49.9,49.1,50.8,13210,27454880
2015,Washington,Lung and Bronchus,53.7,52.1,55.4,4359,7152818
2015,Idaho,Lung and Bronchus,51.2,47.9,54.6,954,1649324
2015,Maryland,Lung and Bronchus,56,54.2,57.8,3854,6000561
2015,Minnesota,Lung and Bronchus,58.3,56.4,60.2,3777,5483238
2015,Montana,Lung and Bronchus,54,50.1,58.2,741,1028317
2015,Nebraska,Lung and Bronchus,57.6,54.4,60.9,1266,1893564
2015,New Jersey,Lung and Bronchus,55.6,54.2,57.1,6019,8960001
2015,New York,Lung and Bronchus,58.9,57.9,59.9,14079,19819347
2015,North Dakota,Lung and Bronchus,55.2,50.2,60.6,464,754859
2015,South Dakota,Lung and Bronchus,57.4,52.8,62.4,594,854036
2015,Virginia,Lung and Bronchus,57.1,55.6,58.6,5493,8366767
2015,Wisconsin,Lung and Bronchus,59.1,57.3,61,4225,5759744
2015,Alaska,Lung and Bronchus,54.4,48.5,60.9,360,737979
2015,Connecticut,Lung and Bronchus,57.2,54.9,59.5,2611,3593862
2015,Florida,Lung and Bronchus,56.8,55.9,57.7,16760,20268567
2015,Louisiana,Lung and Bronchus,65.5,63.3,67.7,3506,4671211
2015,Massachusetts,Lung and Bronchus,61.6,59.9,63.4,5121,6794002
2015,Michigan,Lung and Bronchus,63.6,62.2,65.1,7972,9918170
2015,New Hampshire,Lung and Bronchus,63,59.3,66.9,1120,1330134
2015,North Carolina,Lung and Bronchus,68.6,67.1,70.1,8284,10041769
2015,Oklahoma,Lung and Bronchus,68.8,66.4,71.3,3172,3904353
2015,Pennsylvania,Lung and Bronchus,63.6,62.4,64.9,10879,12791124
2015,South Carolina,Lung and Bronchus,65.5,63.4,67.6,4077,4892423
2015,Vermont,Lung and Bronchus,61.6,56.2,67.3,525,624455
2015,Alabama,Lung and Bronchus,64.1,62.1,66.2,3921,4850858
2015,Georgia,Lung and Bronchus,61.7,60.1,63.2,6629,10199533
2015,Illinois,Lung and Bronchus,64.1,62.8,65.4,9554,12862051
2015,Iowa,Lung and Bronchus,64.5,62,67.1,2529,3118473
2015,Kansas,Lung and Bronchus,60.1,57.5,62.8,2030,2905789
2015,Maine,Lung and Bronchus,70.8,67,74.8,1366,1327787
2015,Mississippi,Lung and Bronchus,73.9,71.1,76.9,2614,2985297
2015,Missouri,Lung and Bronchus,71.9,69.9,73.8,5436,6072640
2015,Ohio,Lung and Bronchus,69.5,68.1,70.9,10183,11606027
2015,Rhode Island,Lung and Bronchus,69.9,65.4,74.7,931,1055916
2015,Tennessee,Lung and Bronchus,78,76,80,6291,6590726
2015,West Virginia,Lung and Bronchus,79.8,76.3,83.4,2093,1839767
2015,Arkansas,Lung and Bronchus,78.3,75.4,81.2,2929,2975626
2015,Delaware,Lung and Bronchus,71.8,67.1,76.8,884,944107
2015,Indiana,Lung and Bronchus,75,73,77,5810,6610596
2015,Kentucky,Lung and Bronchus,91.7,89.1,94.3,4951,4422057
2016,Utah,Lung and Bronchus,25.1,23.1,27.1,652,3044321
2016,California,Lung and Bronchus,38.2,37.6,38.8,16177,39296476
2016,Colorado,Lung and Bronchus,40.2,38.6,41.9,2346,5530105
2016,District of Columbia,Lung and Bronchus,38.9,34.2,44,257,684336
2016,New Mexico,Lung and Bronchus,36.4,34.1,38.9,950,2085432
2016,Arizona,Lung and Bronchus,44.3,42.9,45.8,3886,6908642
2016,Hawaii,Lung and Bronchus,44.5,41.4,47.7,820,1428683
2016,Idaho,Lung and Bronchus,47.8,44.7,51,920,1680026
2016,Wyoming,Lung and Bronchus,44.7,39.8,50.2,316,584910
2016,Montana,Lung and Bronchus,52.2,48.3,56.2,727,1038656
2016,Nebraska,Lung and Bronchus,51.2,48.2,54.3,1160,1907603
2016,Nevada,Lung and Bronchus,50.5,48,53,1724,2939254
2016,New Jersey,Lung and Bronchus,53.6,52.2,55,5880,8978416
2016,North Dakota,Lung and Bronchus,53.6,48.7,58.9,459,755548
2016,Oregon,Lung and Bronchus,50.1,48.2,52.1,2608,4085989
2016,Texas,Lung and Bronchus,48.5,47.7,49.4,13199,27904862
2016,Washington,Lung and Bronchus,53.2,51.7,54.9,4468,7280934
2016,Alaska,Lung and Bronchus,54.9,49,61.4,362,741522
2016,Connecticut,Lung and Bronchus,58.6,56.4,60.9,2724,3587685
2016,Florida,Lung and Bronchus,55.3,54.5,56.1,16878,20656589
2016,Iowa,Lung and Bronchus,58.6,56.2,61.1,2341,3130869
2016,Kansas,Lung and Bronchus,55.4,52.9,58,1918,2907731
2016,Maryland,Lung and Bronchus,53.8,52.1,55.6,3802,6024752
2016,Massachusetts,Lung and Bronchus,56.7,55,58.3,4835,6823721
2016,Minnesota,Lung and Bronchus,55.1,53.3,57,3651,5525050
2016,New York,Lung and Bronchus,56.9,55.9,57.9,13871,19836286
2016,South Carolina,Lung and Bronchus,59.7,57.8,61.6,3854,4959822
2016,South Dakota,Lung and Bronchus,58.2,53.6,63.1,620,861542
2016,Virginia,Lung and Bronchus,56.6,55.1,58.2,5635,8414380
2016,Wisconsin,Lung and Bronchus,58.3,56.5,60.1,4276,5772917
2016,Alabama,Lung and Bronchus,64.2,62.1,66.2,3985,4860545
2016,Delaware,Lung and Bronchus,67.1,62.6,71.8,862,952698
2016,Georgia,Lung and Bronchus,61.2,59.7,62.7,6785,10313620
2016,Illinois,Lung and Bronchus,62.2,60.9,63.5,9374,12835726
2016,Louisiana,Lung and Bronchus,63.8,61.6,66,3492,4686157
2016,Michigan,Lung and Bronchus,60,58.6,61.4,7676,9933445
2016,Missouri,Lung and Bronchus,68,66.1,69.9,5256,6091176
2016,New Hampshire,Lung and Bronchus,62.4,58.7,66.2,1134,1335015
2016,North Carolina,Lung and Bronchus,65.3,63.9,66.8,8092,10156689
2016,Ohio,Lung and Bronchus,64.9,63.6,66.2,9652,11622554
2016,Oklahoma,Lung and Bronchus,63.3,61,65.6,2955,3921207
2016,Pennsylvania,Lung and Bronchus,62.9,61.7,64.1,10941,12787085
2016,Rhode Island,Lung and Bronchus,68.5,64.1,73.2,937,1057566
2016,Vermont,Lung and Bronchus,60.5,55.3,66.1,530,623354
2016,Arkansas,Lung and Bronchus,76.5,73.7,79.4,2884,2988231
2016,Indiana,Lung and Bronchus,70.4,68.5,72.3,5567,6634007
2016,Kentucky,Lung and Bronchus,86.8,84.3,89.4,4761,4436113
2016,Maine,Lung and Bronchus,73.5,69.7,77.5,1453,1330232
2016,Mississippi,Lung and Bronchus,75,72.1,77.9,2684,2985415
2016,Tennessee,Lung and Bronchus,70.9,69.1,72.8,5900,6649404
2016,West Virginia,Lung and Bronchus,75.4,72.1,78.9,1993,1828637
