County,Stroke_IR
"Roscommon County, Michigan",69.70
"Roseau County, Minnesota",80.10
"Rosebud County, Montana",71.30
"Ross County, Ohio",80.00
"Routt County, Colorado",50.40
"Rowan County, Kentucky",120.20
"Rowan County, North Carolina",95.60
"Runnels County, Texas",73.50
"Rush County, Indiana",88.30
"Rush County, Kansas",90.90
"Rusk County, Texas",77.90
"Rusk County, Wisconsin",67.80
"Russell County, Alabama",95.60
"Russell County, Kansas",78.90
"Russell County, Kentucky",85.80
"Russell County, Virginia",78.60
"Rutherford County, North Carolina",110.20
"Rutherford County, Tennessee",85.60
"Rutland County, Vermont",69.50
"Sabana Grande Municipio County, Puerto Rico",61.10
"Sabine County, Texas",103.70
"Sabine Parish County, Louisiana",88.80
"Sac County, Iowa",75.50
"Sacramento County, California",78.40
"Sagadahoc County, Maine",79.80
"Saginaw County, Michigan",73.00
"Saguache County, Colorado",63.10
"Salinas Municipio County, Puerto Rico",62.30
"San German Municipio County, Puerto Rico",51.20
"San Juan Municipio County, Puerto Rico",49.10
"Salem City County, Virginia",96.90
"Salem County, New Jersey",78.70
"San Lorenzo Municipio County, Puerto Rico",48.90
"Saline County, Arkansas",86.20
"Saline County, Illinois",84.00
"Saline County, Kansas",68.60
"Saline County, Missouri",74.20
"Saline County, Nebraska",64.70
"Salt Lake County, Utah",74.80
"Saluda County, South Carolina",97.80
"Sampson County, North Carolina",103.30
"San Augustine County, Texas",123.00
"San Benito County, California",63.80
"San Bernardino County, California",76.50
"San Diego County, California",67.50
"San Francisco County, California",57.50
"San Sebastian Municipio County, Puerto Rico",52.20
"San Jacinto County, Texas",73.00
"San Joaquin County, California",90.10
"San Juan County, Colorado",71.00
"San Juan County, New Mexico",65.80
"San Juan County, Utah",63.40
"San Juan County, Washington",74.80
"Santa Isabel Municipio County, Puerto Rico",59.80
"Toa Alta Municipio County, Puerto Rico",43.70
"San Luis Obispo County, California",89.80
"San Mateo County, California",55.10
"San Miguel County, Colorado",63.30
"San Miguel County, New Mexico",67.00
"San Patricio County, Texas",86.50
"San Saba County, Texas",81.00
"Toa Baja Municipio County, Puerto Rico",50.20
"Sanborn County, South Dakota",80.40
"Sanders County, Montana",79.40
"Sandoval County, New Mexico",65.10
"Sandusky County, Ohio",79.00
"Sangamon County, Illinois",81.00
"Sanilac County, Michigan",62.90
"Sanpete County, Utah",82.00
"Santa Barbara County, California",62.60
"Santa Clara County, California",53.80
"Santa Cruz County, Arizona",59.50
"Santa Cruz County, California",55.00
"Santa Fe County, New Mexico",68.30
"Trujillo Alto Municipio County, Puerto Rico",49.60
"Santa Rosa County, Florida",70.60
"Sarasota County, Florida",51.10
"Saratoga County, New York",56.00
"Sargent County, North Dakota",78.80
"Sarpy County, Nebraska",65.00
"Sauk County, Wisconsin",76.00
"Saunders County, Nebraska",66.80
"Sawyer County, Wisconsin",72.90
"Schenectady County, New York",54.00
"Schleicher County, Texas",84.90
"Schley County, Georgia",75.80
"Schoharie County, New York",55.20
"Schoolcraft County, Michigan",59.10
"Schuyler County, Illinois",69.90
"Schuyler County, Missouri",75.30
"Schuyler County, New York",63.00
"Schuylkill County, Pennsylvania",77.30
"Scioto County, Ohio",76.30
"Scotland County, Missouri",66.20
"Scotland County, North Carolina",103.00
"Scott County, Arkansas",80.50
"Scott County, Iowa",66.20
"Scott County, Illinois",62.80
"Scott County, Indiana",99.40
"Scott County, Kansas",63.00
"Scott County, Kentucky",78.40
"Scott County, Minnesota",62.90
"Scott County, Missouri",89.70
"Scott County, Mississippi",65.80
"Scott County, Tennessee",84.90
"Scott County, Virginia",75.90
"Scotts Bluff County, Nebraska",66.10
"Screven County, Georgia",94.00
"Scurry County, Texas",88.50
"Searcy County, Arkansas",77.40
"Sebastian County, Arkansas",81.50
"Sedgwick County, Colorado",60.10
"Sedgwick County, Kansas",78.40
"Seminole County, Florida",81.70
"Seminole County, Georgia",89.60
"Seminole County, Oklahoma",90.60
"Seneca County, New York",61.50
"Seneca County, Ohio",84.10
"Sequatchie County, Tennessee",96.30
"Sequoyah County, Oklahoma",75.90
"Sevier County, Arkansas",84.50
"Sevier County, Tennessee",76.70
"Sevier County, Utah",86.50
"Seward County, Kansas",86.20
"Seward County, Nebraska",65.40
"Shackelford County, Texas",71.40
"Shannon County, Missouri",91.70
"Shannon County, South Dakota",58.20
"Sharkey County, Mississippi",113.80
"Sharp County, Arkansas",72.00
"Shasta County, California",74.60
"Shawano County, Wisconsin",66.00
"Shawnee County, Kansas",78.20
"Sheboygan County, Wisconsin",66.30
"Shelby County, Alabama",82.60
"Shelby County, Iowa",76.50
"Shelby County, Illinois",81.00
"Shelby County, Indiana",78.00
"Shelby County, Kentucky",74.50
"Shelby County, Missouri",96.60
"Shelby County, Ohio",83.10
"Shelby County, Tennessee",98.90
"Shelby County, Texas",132.30
"Shenandoah County, Virginia",72.20
"Sherburne County, Minnesota",60.30
"Sheridan County, Kansas",57.40
"Sheridan County, Montana",86.80
"Sheridan County, North Dakota",63.70
"Sheridan County, Nebraska",70.30
"Sheridan County, Wyoming",75.20
"Sherman County, Kansas",58.00
"Sherman County, Nebraska",56.50
"Sherman County, Oregon",75.90
"Sherman County, Texas",102.30
"Shiawassee County, Michigan",72.70
"Shoshone County, Idaho",99.70
"Sibley County, Minnesota",59.70
"Sierra County, California",70.70
"Sierra County, New Mexico",59.60
"Silver Bow County, Montana",51.40
"Simpson County, Kentucky",106.10
"Simpson County, Mississippi",76.70
"Sioux County, Iowa",54.50
"Sioux County, North Dakota",64.60
"Sioux County, Nebraska",67.30
"Siskiyou County, California",75.60
"Sitka County, Alaska",98.80
"Skagit County, Washington",72.30
"Skagway-Hoonah-Angoon County, Alaska",
"Skamania County, Washington",74.10
"Slope County, North Dakota",57.70
"Smith County, Kansas",70.50
"Smith County, Mississippi",83.70
"Smith County, Tennessee",86.00
"Smith County, Texas",74.20
"Smyth County, Virginia",71.00
"Snohomish County, Washington",64.40
"Snyder County, Pennsylvania",63.30
"Socorro County, New Mexico",67.70
"Solano County, California",82.40
"Somerset County, Maryland",77.40
"Somerset County, Maine",69.20
"Somerset County, New Jersey",57.10
"Somerset County, Pennsylvania",71.60
"Somervell County, Texas",88.70
"Sonoma County, California",65.90
"Southampton County, Virginia",70.80
"Southeast Fairbanks County, Alaska",79.80
"Spalding County, Georgia",99.90
"Spartanburg County, South Carolina",95.60
"Spencer County, Indiana",69.20
"Spencer County, Kentucky",66.00
"Spink County, South Dakota",79.80
"Spokane County, Washington",81.70
"Spotsylvania County, Virginia",68.50
"St. Bernard Parish County, Louisiana",85.40
"St. Charles County, Missouri",62.80
"St. Charles Parish County, Louisiana",74.90
"St. Clair County, Alabama",104.80
"St. Clair County, Illinois",76.80
"St. Clair County, Michigan",65.50
"St. Clair County, Missouri",92.80
"St. Croix County, Wisconsin",65.20
"St. Francis County, Arkansas",102.40
"St. Francois County, Missouri",80.80
"St. Helena Parish County, Louisiana",89.20
"St. James Parish County, Louisiana",99.40
"St. John the Baptist Parish County, Louisiana",108.90
"St. Johns County, Florida",63.70
"St. Joseph County, Indiana",81.10
"St. Joseph County, Michigan",78.10
"St. Landry Parish County, Louisiana",99.00
"St. Lawrence County, New York",61.80
"St. Louis City County, Missouri",89.30
"St. Louis County, Minnesota",69.50
"St. Louis County, Missouri",74.80
"St. Lucie County, Florida",66.60
"St. Martin Parish County, Louisiana",95.90
"St. Mary Parish County, Louisiana",93.70
"St. Mary's County, Maryland",62.20
"St. Tammany Parish County, Louisiana",71.80
"Stafford County, Kansas",72.30
"Stafford County, Virginia",68.90
"Stanislaus County, California",80.30
"Stanley County, South Dakota",59.90
"Stanly County, North Carolina",91.40
"Stanton County, Kansas",62.40
"Stanton County, Nebraska",61.00
"Stark County, Illinois",80.70
"Stark County, North Dakota",61.50
"Stark County, Ohio",69.30
"Starke County, Indiana",73.50
"Starr County, Texas",53.80
"Staunton City County, Virginia",100.10
"Ste. Genevieve County, Missouri",81.40
"Stearns County, Minnesota",58.40
"Steele County, Minnesota",64.00
"Steele County, North Dakota",58.30
"Stephens County, Georgia",113.20
"Stephens County, Oklahoma",96.10
"Stephens County, Texas",90.10
"Stephenson County, Illinois",72.60
"Sterling County, Texas",64.80
"Steuben County, Indiana",74.50
"Steuben County, New York",61.90
"Stevens County, Kansas",66.60
"Stevens County, Minnesota",66.30
"Stevens County, Washington",82.00
"Stewart County, Georgia",107.10
"Stewart County, Tennessee",91.40
"Stillwater County, Montana",69.40
"Stoddard County, Missouri",96.00
"Stokes County, North Carolina",94.30
"Stone County, Arkansas",73.90
"Stone County, Missouri",84.90
"Stone County, Mississippi",93.30
"Stonewall County, Texas",67.90
"Storey County, Nevada",61.70
"Story County, Iowa",64.60
"Strafford County, New Hampshire",54.70
"Stutsman County, North Dakota",69.10
"Sublette County, Wyoming",59.50
"Suffolk City County, Virginia",81.30
"Suffolk County, Massachusetts",50.60
"Suffolk County, New York",48.90
"Sullivan County, Indiana",79.70
"Sullivan County, Missouri",78.50
"Sullivan County, New Hampshire",52.90
"Sullivan County, New York",57.00
"Sullivan County, Pennsylvania",64.10
"Sullivan County, Tennessee",78.10
"Sully County, South Dakota",66.50
"Summers County, West Virginia",95.70
"Summit County, Colorado",24.70
"Summit County, Ohio",73.00
"Summit County, Utah",73.60
"Sumner County, Kansas",81.30
"Sumner County, Tennessee",86.60
"Sumter County, Alabama",104.60
"Sumter County, Florida",49.30
"Sumter County, Georgia",83.30
"Sumter County, South Carolina",106.90
"Sunflower County, Mississippi",120.00
"Surry County, North Carolina",84.60
"Surry County, Virginia",74.60
"Susquehanna County, Pennsylvania",61.60
"Sussex County, Delaware",71.60
"Sussex County, New Jersey",56.10
"Sussex County, Virginia",88.10
"Sutter County, California",85.00
"Sutton County, Texas",59.20
"Suwannee County, Florida",86.90
"Swain County, North Carolina",75.60
"Sweet Grass County, Montana",70.90
"Sweetwater County, Wyoming",62.00
"Swift County, Minnesota",64.80
"Swisher County, Texas",88.80
"Switzerland County, Indiana",80.70
"Talbot County, Georgia",93.80
"Talbot County, Maryland",70.00
"Taliaferro County, Georgia",86.60
"Talladega County, Alabama",94.70
"Tallahatchie County, Mississippi",92.10
"Tallapoosa County, Alabama",89.20
"Tama County, Iowa",63.50
"Taney County, Missouri",70.20
"Tangipahoa Parish County, Louisiana",91.10
"Taos County, New Mexico",61.90
"Tarrant County, Texas",89.30
"Tate County, Mississippi",63.70
"Tattnall County, Georgia",113.60
"Taylor County, Florida",92.80
"Taylor County, Georgia",90.00
"Taylor County, Iowa",55.00
"Taylor County, Kentucky",87.80
"Taylor County, Texas",77.90
"Taylor County, Wisconsin",60.90
"Taylor County, West Virginia",72.50
"Tazewell County, Illinois",77.30
"Tazewell County, Virginia",73.30
"Tehama County, California",76.70
"Telfair County, Georgia",109.70
"Teller County, Colorado",68.40
"Tensas Parish County, Louisiana",76.30
"Terrebonne Parish County, Louisiana",80.80
"Terrell County, Georgia",87.80
"Terrell County, Texas",59.90
"Terry County, Texas",81.50
"Teton County, Idaho",58.90
"Teton County, Montana",66.60
"Teton County, Wyoming",55.60
"Texas County, Missouri",92.20
"Texas County, Oklahoma",117.20
"Thayer County, Nebraska",73.10
"Thomas County, Georgia",86.80
"Thomas County, Kansas",59.00
"Thomas County, Nebraska",89.80
"Throckmorton County, Texas",85.10
"Thurston County, Nebraska",51.50
"Thurston County, Washington",63.00
"Tift County, Georgia",95.20
"Tillamook County, Oregon",69.30
"Tillman County, Oklahoma",89.00
"Tioga County, New York",60.80
"Tioga County, Pennsylvania",65.20
"Tippah County, Mississippi",111.60
"Tippecanoe County, Indiana",73.00
"Tipton County, Indiana",62.90
"Tipton County, Tennessee",99.20
"Tishomingo County, Mississippi",116.80
"Titus County, Texas",103.90
"Utuado Municipio County, Puerto Rico",54.50
"Vega Alta Municipio County, Puerto Rico",58.90
"Todd County, Kentucky",94.70
"Todd County, Minnesota",65.50
"Todd County, South Dakota",68.50
"Tolland County, Connecticut",51.20
"Tom Green County, Texas",68.20
"Tompkins County, New York",63.30
"Tooele County, Utah",66.80
"Toole County, Montana",69.60
"Toombs County, Georgia",116.70
"Torrance County, New Mexico",70.80
"Towner County, North Dakota",87.10
"Towns County, Georgia",77.50
"Traill County, North Dakota",59.10
"Transylvania County, North Carolina",75.90
"Traverse County, Minnesota",66.80
"Travis County, Texas",69.70
"Treasure County, Montana",71.70
"Trego County, Kansas",58.50
"Trempealeau County, Wisconsin",69.40
"Treutlen County, Georgia",112.40
"Trigg County, Kentucky",88.80
"Trimble County, Kentucky",78.90
"Trinity County, California",79.40
"Trinity County, Texas",101.90
"Tripp County, South Dakota",69.80
"Troup County, Georgia",87.60
"Trousdale County, Tennessee",89.20
"Vega Baja Municipio County, Puerto Rico",82.10
"Trumbull County, Ohio",83.50
"Tucker County, West Virginia",74.40
"Tulare County, California",80.50
"Tulsa County, Oklahoma",79.40
"Tunica County, Mississippi",78.00
"Tuolumne County, California",78.70
"Turner County, Georgia",98.10
"Turner County, South Dakota",73.60
"Tuscaloosa County, Alabama",106.70
"Tuscarawas County, Ohio",67.70
"Tuscola County, Michigan",79.40
"Twiggs County, Georgia",95.30
"Twin Falls County, Idaho",72.50
"Tyler County, Texas",67.80
"Tyler County, West Virginia",76.30
"Tyrrell County, North Carolina",86.20
"Uinta County, Wyoming",61.40
"Uintah County, Utah",63.60
"Ulster County, New York",55.20
"Umatilla County, Oregon",73.60
"Unicoi County, Tennessee",74.80
"Union County, Arkansas",119.60
"Union County, Florida",86.40
"Union County, Georgia",83.20
"Union County, Iowa",21.00
"Union County, Illinois",78.20
"Union County, Indiana",84.90
"Union County, Kentucky",87.30
"Union County, Mississippi",117.60
"Union County, North Carolina",76.60
"Union County, New Jersey",61.90
"Union County, New Mexico",65.10
"Union County, Ohio",78.50
"Union County, Oregon",69.00
"Union County, Pennsylvania",65.80
"Union County, South Carolina",97.00
"Union County, South Dakota",55.60
"Union County, Tennessee",81.20
"Union Parish County, Louisiana",89.70
"Upshur County, Texas",92.90
"Upshur County, West Virginia",92.20
"Upson County, Georgia",119.30
"Upton County, Texas",83.40
"Utah County, Utah",78.30
"Vieques Municipio County, Puerto Rico",43.90
"Uvalde County, Texas",70.70
"Val Verde County, Texas",59.00
"Valdez-Cordova County, Alaska",64.00
"Valencia County, New Mexico",71.30
"Valley County, Idaho",69.80
"Valley County, Montana",45.80
"Valley County, Nebraska",62.30
"Van Buren County, Arkansas",92.40
"Van Buren County, Iowa",81.10
"Van Buren County, Michigan",77.20
"Van Buren County, Tennessee",91.50
"Van Wert County, Ohio",69.50
"Van Zandt County, Texas",73.40
"Vance County, North Carolina",82.50
"Vanderburgh County, Indiana",70.40
"Villalba Municipio County, Puerto Rico",71.60
"Yabucoa Municipio County, Puerto Rico",45.80
"Venango County, Pennsylvania",76.40
"Ventura County, California",66.70
"Vermilion County, Illinois",83.60
"Vermilion Parish County, Louisiana",92.50
"Vermillion County, Indiana",134.00
"Vernon County, Missouri",97.90
"Vernon County, Wisconsin",73.10
"Vernon Parish County, Louisiana",99.90
"Victoria County, Texas",85.80
"Yauco Municipio County, Puerto Rico",60.90
"Vigo County, Indiana",74.10
"Vilas County, Wisconsin",62.10
"Saint Croix (County Equivalent) County, Virgin Islands",
"Vinton County, Ohio",93.20
"Virginia Beach City County, Virginia",71.60
"Volusia County, Florida",84.80
"Wabash County, Illinois",65.10
"Wabash County, Indiana",79.70
"Wabasha County, Minnesota",65.40
"Wabaunsee County, Kansas",84.60
"Wade Hampton County, Alaska",99.40
"Wadena County, Minnesota",68.90
"Wagoner County, Oklahoma",73.80
"Wahkiakum County, Washington",80.00
"Wake County, North Carolina",73.50
"Wakulla County, Florida",70.40
"Waldo County, Maine",69.40
"Walker County, Alabama",103.30
"Walker County, Georgia",95.90
"Walker County, Texas",84.20
"Walla Walla County, Washington",66.40
"Wallace County, Kansas",62.70
"Waller County, Texas",75.80
"Wallowa County, Oregon",72.30
"Walsh County, North Dakota",82.50
"Walthall County, Mississippi",98.90
"Walton County, Florida",59.80
"Walton County, Georgia",78.10
"Walworth County, South Dakota",56.20
"Walworth County, Wisconsin",63.80
"Wapello County, Iowa",79.20
"Ward County, North Dakota",60.80
"Ward County, Texas",83.20
"Ware County, Georgia",90.80
"Warren County, Georgia",85.90
"Warren County, Iowa",62.50
"Warren County, Illinois",76.90
"Warren County, Indiana",63.50
"Warren County, Kentucky",91.40
"Warren County, Missouri",61.50
"Warren County, Mississippi",114.80
"Warren County, North Carolina",93.10
"Warren County, New Jersey",60.20
"Warren County, New York",55.90
"Warren County, Ohio",70.10
"Warren County, Pennsylvania",73.40
"Warren County, Tennessee",103.10
"Warren County, Virginia",66.70
"Warrick County, Indiana",65.90
"Wasatch County, Utah",75.50
"Wasco County, Oregon",75.90
"Waseca County, Minnesota",67.10
"Washakie County, Wyoming",58.60
"Washburn County, Wisconsin",75.50
"Washington County, Alabama",113.60
"Washington County, Arkansas",56.80
"Washington County, Colorado",66.20
"Washington County, Florida",93.80
"Washington County, Georgia",87.70
"Washington County, Iowa",55.70
"Washington County, Idaho",84.80
"Washington County, Illinois",77.70
"Washington County, Indiana",90.00
"Washington County, Kansas",71.40
"Washington County, Kentucky",76.30
"Washington County, Maryland",80.70
"Washington County, Maine",65.50
"Washington County, Minnesota",59.30
"Washington County, Missouri",80.10
"Washington County, Mississippi",115.00
"Washington County, North Carolina",88.50
"Washington County, Nebraska",70.00
"Washington County, New York",60.00
"Washington County, Ohio",80.10
"Washington County, Oklahoma",79.80
"Washington County, Oregon",62.90
"Washington County, Pennsylvania",71.20
"Washington County, Rhode Island",49.90
"Washington County, Tennessee",70.10
"Washington County, Texas",68.30
"Washington County, Utah",64.40
"Washington County, Virginia",73.70
"Washington County, Vermont",55.70
"Washington County, Wisconsin",64.70
"Washington Parish County, Louisiana",86.40
"Washita County, Oklahoma",83.50
"Washoe County, Nevada",65.40
"Washtenaw County, Michigan",72.00
"Watauga County, North Carolina",62.60
"Watonwan County, Minnesota",61.80
"Waukesha County, Wisconsin",57.90
"Waupaca County, Wisconsin",70.50
"Waushara County, Wisconsin",53.10
"Wayne County, Georgia",141.40
"Wayne County, Iowa",84.70
"Wayne County, Illinois",83.30
"Wayne County, Indiana",88.10
"Wayne County, Kentucky",90.80
"Wayne County, Michigan",79.40
"Wayne County, Missouri",95.10
"Wayne County, Mississippi",101.60
"Wayne County, North Carolina",120.80
"Wayne County, Nebraska",50.10
"Wayne County, New York",62.30
"Wayne County, Ohio",75.70
"Wayne County, Pennsylvania",60.10
"Wayne County, Tennessee",93.50
"Wayne County, Utah",72.90
"Wayne County, West Virginia",90.50
"Waynesboro City County, Virginia",70.20
"Weakley County, Tennessee",93.70
"Webb County, Texas",77.80
"Weber County, Utah",79.70
"Webster County, Georgia",73.60
"Webster County, Iowa",66.00
"Webster County, Kentucky",99.60
"Webster County, Missouri",102.90
"Webster County, Mississippi",93.90
"Webster County, Nebraska",72.70
"Webster County, West Virginia",88.10
"Webster Parish County, Louisiana",98.60
"Weld County, Colorado",65.00
"Wells County, Indiana",71.90
"Wells County, North Dakota",75.60
"West Baton Rouge Parish County, Louisiana",90.30
"West Carroll Parish County, Louisiana",77.40
"West Feliciana Parish County, Louisiana",82.50
"Westchester County, New York",44.80
"Westmoreland County, Pennsylvania",70.00
"Westmoreland County, Virginia",72.20
"Weston County, Wyoming",60.00
"Wetzel County, West Virginia",69.70
"Wexford County, Michigan",77.80
"Wharton County, Texas",71.80
"Whatcom County, Washington",75.60
"Wheatland County, Montana",83.80
"Wheeler County, Georgia",109.10
"Wheeler County, Nebraska",73.90
"Wheeler County, Oregon",78.40
"Wheeler County, Texas",74.30
"White County, Arkansas",91.50
"White County, Georgia",76.50
"White County, Illinois",79.20
"White County, Indiana",69.50
"White County, Tennessee",117.50
"White Pine County, Nevada",52.90
"Whiteside County, Illinois",67.80
"Whitfield County, Georgia",97.30
"Whitley County, Indiana",74.70
"Whitley County, Kentucky",88.40
"Whitman County, Washington",80.60
"Wibaux County, Montana",63.20
"Wichita County, Kansas",57.00
"Wichita County, Texas",106.80
"Wicomico County, Maryland",72.70
"Wilbarger County, Texas",107.90
"Wilcox County, Alabama",113.40
"Wilcox County, Georgia",87.70
"Wilkes County, Georgia",84.80
"Wilkes County, North Carolina",67.20
"Wilkin County, Minnesota",64.80
"Wilkinson County, Georgia",93.00
"Wilkinson County, Mississippi",83.50
"Will County, Illinois",76.60
"Willacy County, Texas",55.20
"Williams County, North Dakota",85.90
"Williams County, Ohio",74.10
"Williamsburg City County, Virginia",57.50
"Williamsburg County, South Carolina",125.10
"Williamson County, Illinois",80.70
"Williamson County, Tennessee",64.80
"Williamson County, Texas",70.30
"Wilson County, Kansas",72.00
"Wilson County, North Carolina",84.10
"Wilson County, Tennessee",81.60
"Wilson County, Texas",83.00
"Winchester City County, Virginia",66.90
"Windham County, Connecticut",58.40
"Windham County, Vermont",63.80
"Windsor County, Vermont",69.30
"Winkler County, Texas",87.00
"Winn Parish County, Louisiana",88.50
"Winnebago County, Iowa",60.60
"Winnebago County, Illinois",75.30
"Winnebago County, Wisconsin",56.20
"Winneshiek County, Iowa",68.40
"Winona County, Minnesota",63.60
"Winston County, Alabama",101.40
"Winston County, Mississippi",102.80
"Wirt County, West Virginia",90.40
"Wise County, Texas",89.60
"Wise County, Virginia",87.10
"Wolfe County, Kentucky",115.60
"Wood County, Ohio",84.80
"Wood County, Texas",84.20
"Wood County, Wisconsin",67.30
"Wood County, West Virginia",88.60
"Woodbury County, Iowa",52.10
"Woodford County, Illinois",70.70
"Woodford County, Kentucky",73.00
"Woodruff County, Arkansas",94.90
"Woods County, Oklahoma",51.40
"Woodson County, Kansas",57.30
"Woodward County, Oklahoma",58.30
"Worcester County, Massachusetts",66.70
"Worcester County, Maryland",72.50
"Worth County, Georgia",92.40
"Worth County, Iowa",58.30
"Worth County, Missouri",59.90
"Wrangell-Petersburg County, Alaska",
"Wright County, Iowa",62.80
"Wright County, Minnesota",56.70
"Wright County, Missouri",91.30
"Wyandot County, Ohio",98.20
"Wyandotte County, Kansas",83.20
"Wyoming County, New York",70.40
"Wyoming County, Pennsylvania",63.90
"Wyoming County, West Virginia",90.40
"Wythe County, Virginia",87.40
"Saint John (County Equivalent) County, Virgin Islands",
"Yadkin County, North Carolina",96.00
"Yakima County, Washington",71.70
"Yakutat County, Alaska",
"Yalobusha County, Mississippi",94.90
"Yamhill County, Oregon",70.70
"Yancey County, North Carolina",79.30
"Yankton County, South Dakota",68.60
"Yates County, New York",63.00
"Saint Thomas (County Equivalent) County, Virgin Islands",
"Yavapai County, Arizona",59.30
"Yazoo County, Mississippi",115.20
"Yell County, Arkansas",99.70
"Yellow Medicine County, Minnesota",62.40
"Yellowstone County, Montana",71.20
"Yoakum County, Texas",79.00
"Yolo County, California",72.80
"York County, Maine",57.90
"York County, Nebraska",73.90
"York County, Pennsylvania",78.70
"York County, South Carolina",90.10
"York County, Virginia",61.70
"Young County, Texas",91.30
"Yuba County, California",102.60
"Yukon-Koyukuk County, Alaska",83.20
"Yuma County, Arizona",57.00
"Yuma County, Colorado",62.00
"Zapata County, Texas",73.50
"Zavala County, Texas",76.30
"Ziebach County, South Dakota",51.90
